Jogo,Total de vendas
Ratchet & Clank (2016),1.18
SX Superstar,0.08
Doshin the Giant,0.14
Sonic Boom: Shattered Crystal,0.29000000000000004
NBA Hangtime,0.61
Tetris Evolution,0.11
Conker: Live And Reloaded,0.71
Jambo! Safari Animal Rescue,0.09999999999999999
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,0.03
Space Invaders,0.7300000000000001
Pandora's Tower,0.33999999999999997
Folklore,0.32999999999999996
Kawasaki Quad Bikes,0.09
Garou Densetsu 3: Road to the Final Victory,0.05
Asterix & Obelix: Kick Buttix,0.03
The Sims 2: Seasons,0.060000000000000005
Assassin's Creed: Unity,7.919999999999999
Winning Post 8 2016,0.02
Dragon Ball: Fusions,0.17
Dynasty Warriors 7: Xtreme Legends,0.27
Karaoke Revolution Glee: Volume 3,0.44
Super Robot Taisen OG Saga: Endless Frontier (JP sales),0.14
CSI: Fatal Conspiracy,0.6000000000000001
SaGa Frontier 2,0.94
Combat Mission: Shock Force,0.04
Jacqueline Wilson's Tracy Beaker: The Game,0.05
Hyperdimension Idol Neptunia PP,0.13
Atelier Ayesha: The Alchemist of Dusk,0.31
FIFA Soccer 10,10.73
International Superstar Soccer '98,0.5800000000000001
Tetris Worlds,4.01
Jikkyou Powerful Pro Yakyuu '95,0.12
Disney Universe,2.26
Crusaders of Might and Magic,0.26
Final Approach 2: 1st Priority,0.02
Super Princess Peach,1.06
Blade Dancer: Lineage of Light,0.05
Omega Labyrinth,0.05
Sniper: Ghost Warrior,2.13
Country Dance 2,0.47
Combat: Task Force 121,0.07
LEGO The Hobbit,2.63
MotoGP 10/11,0.24000000000000005
Ninja Gaiden 3,0.9100000000000001
The New York Times Crosswords,0.44999999999999996
Worms: A Space Oddity,0.09
Imagine: Ice Champions,0.16
Broken Sword: The Sleeping Dragon,0.01
Pokemon Rumble World,0.09
Block Party,0.15000000000000002
Pocket Fighter,0.26
Major League Baseball 2K11,1.1000000000000003
Star Wars: Empire at War - Gold Pack,0.07999999999999999
Harvest Moon DS: Island of Happiness,0.74
Mario Party 2,2.51
Thrillville,0.8600000000000001
Super PickUps,0.03
GripShift,0.09
Spectral Force Genesis,0.09999999999999999
Star Ocean: The Last Hope,0.79
Castlevania Judgment,0.17
Devil May Cry 3: Dante's Awakening,2.1
UN Squadron,0.12
Crysis: Warhead,0.02
Championship Bass,0.32
World Fantasista,0.05
Shinken de Watashi ni Koi Shinasai! R,0.02
World Series Baseball 2K3,0.4
Championship Motocross featuring Ricky Carmichael,0.5800000000000001
Robocalypse,0.07
Harukanaru Toki no Naka de 4,0.07
Street Fighter EX Plus Alpha,0.7500000000000001
TNA iMPACT!,1.23
Ray Gigant,0.04
Wonder Project J2: Koruro no Mori no Josette,0.16
Fantastic Four: Rise of the Silver Surfer,0.7600000000000001
Powerdrome,0.07
Satomi Hakkenden: Hachi Tamanoki,0.01
Niko Puchi Girls Runway,0.02
Super Robot Wars OG: The Moon Dwellers,0.15
Scaler,0.18000000000000002
Namco Museum DS,1.34
Atelier Shallie Plus: Alchemists of the Dusk Sea,0.03
Railroad Tycoon II,0.11
FIFA Soccer 2004,0.8900000000000001
Major Dream: Major Wii Nagero! Gyroball!!,0.01
Uprising X,0.07
House M.D.,0.03
Beyblade Evolution,0.03
ESPN NHL 2K5,1.3
Remington Super Slam Hunting: Africa,0.29000000000000004
Nobunaga no Yabou: Soutensoku with Power-Up Kit,0.02
Pinball Hall of Fame: The Williams Collection,1.04
Buzz! Quiz TV,0.9
NCAA Football 2005,2.53
Batman: The Brave and the Bold the Videogame,0.6000000000000001
R.C. Pro-Am,2.14
Supermodel Makeover by Lauren Luke,0.02
Superman: Countdown to Apokolips,0.04
Hearts of Iron IV,0.03
D.C.F.S.: Da Capo Four Seasons,0.04
Drone Tactics,0.01
Veggy World,0.02
Meteos,0.23
Major Minor's Majestic March,0.05
Real Crimes: The Unicorn Killer,0.01
Jikkyou Powerful Pro Yakyuu 12,0.53
Turok 3: Shadow of Oblivion,0.16999999999999998
24: The Game,0.31
Zombi Daisuki,0.04
Doom 64,0.47000000000000003
Sam & Max: Beyond Time and Space,0.05
Fishing Resort,0.42000000000000004
Castlevania: Portrait of Ruin,0.42999999999999994
XI Coliseum,0.01
Otome wa Oanesama Boku ni Koi Shiteru Portable,0.02
Summon Night Craft Sword Monogatari: Hajimari no Ishi,0.04
Trivial Pursuit,1.5200000000000002
FIFA Soccer,0.74
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,0.01
Taz Wanted,0.31
Samantha Swift and the Hidden Roses of Athena,0.05
Adventures of Lolo,0.06
"My World, My Way (US sales)",0.04
X-Men: Mutant Academy 2,0.7200000000000001
Parasite Eve,2.1
Shonen Jump's One Piece: Grand Adventure,0.060000000000000005
Tamagotchi Party On!,0.19
Evil Dead: Hail to the King,0.27
FlatOut 2,0.2
From Russia With Love,0.9200000000000002
Blender Bros.,0.03
Lost Dimension,0.22000000000000003
Syndicate Wars,0.03
NHL Hitz 20-03,0.47000000000000003
MechAssault: Phantom War,0.03
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,0.06
ESPN X-Games Pro Boarder,0.32
Bob the Builder: Can We Fix It?,0.56
J-League Jikkyou Winning Eleven 3,0.19
Arcana Famiglia: La storia della Aracana Famiglia,0.05
Hot Wheels Turbo Racing,1.37
Diddy Kong Racing DS,1.2400000000000002
Mortal Kombat Trilogy,3.75
Tamagotchi no Pichi Pichi Omisecchi,0.13
Devil Dice,1.2600000000000002
Odin Sphere,0.56
Striker 96,0.08
Super Bomberman,0.57
Dragon's Dogma Online: Season 2,0.01
Pride FC: Fighting Championships,0.3
Jak and Daxter: The Precursor Legacy,3.65
Iron Man 2,1.72
Wayne Gretzky's 3D Hockey '98,0.30000000000000004
Tekken Advance,0.45
Starship Troopers,0.02
Project Gotham Racing (JP weekly sales),2.09
Tony Hawk's Pro Skater 4,5.76
Brutal Legend,1.9300000000000002
WipEout Pure,1.03
Super Bubble Pop,0.060000000000000005
Dual Hearts,0.060000000000000005
SafeCracker: The Ultimate Puzzle Adventure,0.23000000000000004
Vampire Rain: Altered Species,0.05
Duke Nukem: Time to Kill,1.3800000000000001
Balls of Fury,0.04
DaGeDar,0.09999999999999999
Commander: Conquest of the Americas,0.03
Triple Play 97,0.39
The King of Fighters Portable '94~'98: Chapter of Orochi,0.03
ATV: Quad Frenzy,0.11
San Goku Shi DS 2,0.02
The Sims 3: High-End Loft Stuff,0.66
X-Men: Destiny,0.67
Bass Hunter 64,0.31
Treasure World,0.2
E.T. The Extra-Terrestrial: Interplanetary Mission,0.03
Thunder Force V: Perfect System,0.05
Hitman: Absolution,4.18
Jim Henson's Muppets in Spy Muppets: License to Croak,0.05
Winx Club: Quest for the Codex,0.060000000000000005
Ultimate Mortal Kombat,0.10999999999999999
Chameleon Twist,0.11
Project CARS,1.3700000000000003
Valhalla Knights 2: Battle Stance,0.04
Puyo Puyo 7,0.38
Ghostbusters (2016),0.05
Dai-4-Ji Super Robot Taisen,0.38
GT64 Championship Edition,0.1
SD Gundam G Generation Wars,0.37
Phineas and Ferb,1.8599999999999999
Bee Movie Game,1.06
Imagine: Gymnast,0.060000000000000005
Color Cross,0.04
World Poker Tour,0.32
Bakumatsu Rock,0.01
Wii Play,29.009999999999998
BeatMania IIDX 15: DJ Troopers,0.03
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,0.09
Diner Dash: Sizzle & Serve,0.52
Resident Evil Chronicles HD,0.09
NCAA Football 99,1.06
Reine des Fleurs,0.02
That's So Raven: Psychic on the Scene,0.25
Far Cry 4,8.660000000000002
Bae Yong-joon to Manabu Kankokugo DS,0.03
E0: Enemy Zero,0.41
Rise of the Kasai,0.18
Assassin's Creed II,11.389999999999999
Harvest Moon: Sunshine Islands,0.5800000000000001
International Superstar Soccer Pro '98,0.41999999999999993
Imagine: Fashion Designer,2.9399999999999995
Mobil 1 Rally Championship,0.12000000000000001
Harley-Davidson: Road Trip,0.04
"Warhammer 40,000: Dawn of War II",0.47000000000000003
Mata Hari: Betrayal is only a Kiss Away,0.02
Turbo Trainz,0.01
Pulse Racer,0.01
Just Cause 2,3.54
F1 2002,0.17
Okaeri! Chibi-Robo! Happy Richie Oosouji,0.14
Shadow The Hedgehog,1.7700000000000002
Wand of Fortune: Mirai e no Prologue Portable,0.01
Motocross Mania,0.79
Toushin Toshi,0.03
Banjo-Kazooie: Grunty's Revenge,0.33999999999999997
Caladrius,0.01
Power Pro GB,0.07
Captain Tsubasa J: The Way to World Youth,0.03
Voodoo Vince,0.12
Darklight Conflict,0.03
GOTHA: Ismailia Seneki,0.08
Hollywood Squares,0.12
We Sing Deutsche Hits,0.36
Story of Seasons: Good Friends of the Three Villages,0.19
Air Conflicts: Secret Wars,0.31000000000000005
Justice League Heroes,0.32
Pro Yaky? Spirits 2013,0.46
Romance of the Three Kingdoms 13,0.1
Kinect Sports Rivals,0.5800000000000001
The Lord of the Rings: The Third Age,1.0999999999999999
SCORE International Baja 1000: The Official Game,0.31000000000000005
Beach Spikers: Virtua Beach Volleyball,0.1
Mr. Do!'s Castle,0.16
So-Ra-No-Wo-To: Otome no Gojuusou,0.02
I Love Puppies,0.09999999999999999
Shaun Palmer's Pro Snowboarder,1.1
Sengoku Basara X,0.05
Miracle Girls Festival,0.05
Shippuu Mahou Daisakusen: Kingdom-Grandprix,0.02
Monster Jam,0.75
Reel Fishing Paradise 3D,0.19
Magical Vacation,0.27
Final Fantasy XII: Revenant Wings,1.4000000000000001
Onimusha 2: Samurai's Destiny,2.25
Yu-Gi-Oh! GX: Duel Academy,0.23
Borderlands: The Handsome Collection,1.2599999999999998
Killer Instinct,3.1999999999999997
Langrisser III,0.2
Wii Fit,22.72
My Horse & Me: Riding for Gold,0.13
NieR,0.9300000000000002
Farm Frenzy: Animal Country,0.15000000000000002
Samurai Warriors 3,0.45
Puzzler World,0.78
Nintendogs + cats,3.81
Lise no Atelier: Ordre no Renkinjutsushi,0.04
Marie no Atelier: Salburg no Renkinjutsushi,0.25
Qubed,0.08
Mega Man X7,0.5900000000000001
LEGO Jurassic World,4.99
Gungrave: Overdose,0.14
Dave Mirra Freestyle BMX 2,2.05
God Hand,0.07
Itoi Shigesato no Bass Tsuri No. 1,0.17
Evil Genius,0.01
The King of Fighters NeoWave,0.02
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.62
Crystal Castles,0.77
PGA European Tour,0.01
Metal Slug XX,0.03
Need for Speed: The Run,4.269999999999999
The Legend of Zelda: Twilight Princess HD,0.94
Super Soccer,0.38
Fairy Tail: Portable Guild 2,0.08
Final Fantasy II Anniversary Edition,0.5
Taiko Drum Master: Tokumori!,0.11
Kid Icarus,1.7600000000000002
Monster Rancher,1.01
Post Mortem,0.01
Coded Arms: Contagion,0.060000000000000005
Chicken Blaster,0.37
DJ Max Technika Tune,0.01
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,0.15
Gunship,0.27
Looney Tunes: Sheep Raider,0.13
Micro Machines V3,0.11
Hot Shots Tennis,0.9000000000000001
Kanuchi: Shiroki Tsubasa no Shou,0.04
Front Mission 5: Scars of the War,0.21
NFL Street 2 Unleashed,0.37
Halo Wars,2.63
Asteroids,5.449999999999999
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,0.02
Wario Land: Shake It!,1.17
LEGO Star Wars: The Video Game,7.26
Shenmue II,0.45999999999999996
50 Cent: Blood on the Sand,0.41000000000000003
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0.14
Culdcept SAGA,0.16
Vitamin X Evolution Plus,0.02
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,0.03
Puyo Puyo! 15th Anniversary,0.30000000000000004
Elven Legacy Collection,0.01
UFC 2009 Undisputed,3.83
WWE SmackDown! Shut Your Mouth,3.03
Cooking Mama: My Sweets Shop,0.03
Far Cry: Primal,3.1299999999999994
Sunday vs Magazine Shuuketsu! Choujou Daikessen,0.03
Forza Motorsport 4,4.6499999999999995
Ookami Kakushi,0.04
Kamigami no Asobi InFinite,0.01
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,0.81
Rez,0.060000000000000005
Shin Super Robot Taisen,0.56
Code Lyoko: Fall of X.A.N.A.,0.08
Need for Speed: Shift 2 Unleashed,1.3200000000000003
Capcom vs. SNK 2: Mark of the Millennium 2001,0.75
My First Songs,0.08
Yume Neko DS,0.02
Baldur's Gate: Dark Alliance II,0.9500000000000002
Asphalt: Urban GT 2,0.14
Greg Hastings Paintball 2,0.36
Growlanser: Heritage of War (jp sales),0.05
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,0.13
Fantasia: Music Evolved,0.22000000000000003
Football Academy,0.01
Zoo Tycoon: Complete Collection,0.060000000000000005
Monster Trucks DS,0.08
Naval Ops: Commander,0.060000000000000005
Easy Piano,0.16999999999999998
Mirror's Edge Catalyst,0.52
Angry Birds Trilogy,1.0500000000000003
Valkyria Chronicles II,0.55
Winning Post 7 Maximum 2008,0.02
All Star Pro-Wrestling,0.2
Stoked: Big Air Edition,0.04
Bridge,0.27
Petz: Catz Playground,0.03
Pitfall: The Big Adventure,0.24
Tetris DX,1.9300000000000002
Sonic Rush,3.14
Psi-Ops: The Mindgate Conspiracy,0.47
Puzzle & Dragons,1.51
Capcom's Soccer Shootout,0.8
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,0.02
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,0.04
Penguins of Madagascar,0.11
Konductra,0.02
VMX Racing,0.29000000000000004
Sports Collection,0.07999999999999999
No Fear Downhill Mountain Biking,0.13
G-Police,0.24
Lotus Challenge,0.01
Puppeteer,0.27
I Love Horses,0.22
Sly Cooper and the Thievius Raccoonus,1.21
Petz Rescue: Endangered Paradise,0.22999999999999998
inFAMOUS: Second Son,2.7800000000000002
Total War: Shogun 2 - Fall of the Samurai,0.2
Hannspree Ten Kate Honda: SBK Superbike World Championship,0.09999999999999999
Guardian's Crusade,0.13
Skies of Arcadia Legends,0.22000000000000003
Kingdom Under Fire: Circle of Doom,0.37999999999999995
The Godfather: Mob Wars,0.10999999999999999
Dynasty Warriors 4 Empires,0.32
NBA Starting Five,0.03
SOCOM: U.S. Navy SEALs Confrontation,1.2599999999999998
Super Street Fighter IV: 3D Edition,1.22
Caligula,0.05
Help Wanted: 50 Wacky Jobs,0.11
WWE Survivor Series,0.13
Custom Robo V2,0.39
Just Dance Wii,0.73
Muchi Muchi Pork & Pink Sweets,0.02
Counter Force,0.04
Model * Oshare Audition: Dream Girl,0.07
Shrek Swamp Kart Speedway,0.31
The Last Airbender,0.38999999999999996
NEVES,0.01
Tom Clancy's Ghost Recon 2,2.52
ESPN NBA Basketball,0.81
Me & My Katamari,0.22999999999999998
Yowamushi Pedal,0.04
Brian Lara Cricket,1.26
Tottadoo! Yoiko no Mujintou Seikatsu,0.19
Duel Love: Koisuru Otome wa Shouri no Megami,0.01
Hellboy: The Science of Evil,0.32
Jeremy McGrath Supercross World,0.34
PDC World Championship Darts 2009,0.02
USA Today Puzzle Craze,0.09999999999999999
Dynasty Warriors Next,0.27
Neopets Puzzle Adventure,0.51
Ultraman Star Chronicles,0.02
The Void,0.04
Big Mutha Truckers,1.1600000000000001
Ape Escape: Pumped & Primed,0.08
The God of War Trilogy,0.12000000000000001
Ape Escape Academy (jp sales),0.13
Gears of War,6.119999999999999
Paper Mario: Sticker Star,2.2700000000000005
Dead Space Extraction,0.49
Disney Art Academy,0.09000000000000001
WWE Day of Reckoning,0.44999999999999996
Spider-Man 3,3.43
Defender,1.6400000000000001
Barbie: Race & Ride,0.5900000000000001
March of the Penguins,0.04
Dora the Explorer: Super Star Adventures,0.23
Hello Kitty Party,1.4500000000000002
Harvest Moon: A Wonderful Life,0.79
Zoids: Legacy,0.08
Jampack Volume 11,0.53
Saints Row 2,4.76
Castlevania: Harmony of Dissonance,0.26
World Championship Athletics,0.05
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,0.07
Aria: The Origination ~Aoi Wakusei no El Cielo~,0.02
Haunted Casino,0.04
Whac-A-Mole,0.09
Age of Empires: Collector's Edition,0.14
Battle Stations,0.77
RealSports Football,0.25
Contra 4,0.31000000000000005
Star Trek: Voyager Elite Force,0.15
Shinigami to Shoujo,0.01
Petz Pony: Beauty Pageant,0.19
Detective Jinguuji Saburo: Ronde Revenge,0.02
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,0.05
Maximum Force,0.11
A-Train: City Simulator,0.06
P.T.O. IV: Pacific Theater of Operations,0.08
Food Network: Cook or Be Cooked,0.43999999999999995
Jikkyou Powerful Pro Yakyuu 6,0.42000000000000004
Fire Emblem,0.97
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,0.2
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,0.1
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,0.16
MotorStorm: Apocalypse,0.49000000000000005
Wand of Fortune Portable,0.01
Blokus Portable: Steambot Championship,0.03
Rogue Warrior,0.25
Billy Hatcher and the Giant Egg,0.25
Samurai Shodown,0.47000000000000003
Go Go Ackman 3,0.04
Fisherman's Bass Club,1.08
Rock 'N Roll Racing,0.04
Disney's Peter Pan: Return to Never Land,0.11
All Kamen Rider: Rider Generation,0.12
NBA ShootOut 2002,0.14
Earth Defense Force: Insect Armageddon,0.39
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,0.33
MVP Baseball 2005,2.8
FlingSmash,0.48000000000000004
Nancy Drew: The Model Mysteries,0.09999999999999999
1701 A.D.,0.3
SkullMonkeys,0.13
Tales of Graces,0.22
Mega Man Legends,0.8200000000000001
Tales of Rebirth,0.6599999999999999
Digimon World: Next Order,0.09
Kingdom Hearts: Birth by Sleep - Final Mix,0.16
Silent Scope 3,0.16
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,0.16
Power Rangers Double Pack,0.15
Solatorobo: Red the Hunter,0.2
X-Men Legends II: Rise of Apocalypse,1.62
Jikkyou Powerful Pro Yakyuu Portable,0.15
Night at the Museum: Battle of the Smithsonian,0.78
Hasbro Family Game Night 3,1.28
Meteos: Disney Magic,0.03
The Suite Life of Zack & Cody: Tipton Trouble,0.25
Ocean Commander,0.02
Harukanaru Toki no Naka de 4: Aizouban,0.04
TV Total Events,0.02
MLB Power Pros,0.4
UFC Personal Trainer: The Ultimate Fitness System,1.19
Persona 4: Arena Ultimax,0.22000000000000003
Doraemon: Nobita no Shin Makai Daibouken DS,0.07
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,0.06
G1 Jockey Wii,0.03
Cory in the House,0.12
Zumba Fitness: World Party,0.5200000000000001
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,0.02
Yu-Gi-Oh! World Championship 2008,0.28
Sonic Advance 3,1.4000000000000001
Galaxy Angel II: Mugen Kairou no Kagi,0.03
Zone of the Enders HD Collection,0.6400000000000001
Uncharted 4: A Thief's End,4.2
Lemony Snicket's A Series of Unfortunate Events,1.4300000000000002
AKB48+Me,0.11
Unsolved Crimes,0.05
Tetris Ultimate,0.01
Zoo Tycoon 2,0.060000000000000005
EyePet,1.28
Dynasty Warriors,0.7899999999999999
Dragon Ball: Raging Blast 2,1.4600000000000002
Desert Strike Advance,0.07
Lizzie McGuire 3: Homecoming Havoc,0.31
Sprung - A Game Where Everyone Scores,0.06
Imagine: Teacher Class Trip,0.24
Jikkyou Powerful Pro Yakyuu 2000,0.35
Contra: Shattered Soldier,0.5700000000000001
To Heart,0.14
Bottom of the 9th '99,0.05
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,0.02
Himawari: Pebble in the Sky Portable,0.01
World Tour Soccer 06,0.08
Geist,0.14
Rengoku II:  The Stairway To H.E.A.V.E.N.,0.02
Taikou Risshiden V,0.04
Rabbids: Alive & Kicking,0.30000000000000004
Ryu-koku,0.02
Lollipop Chainsaw,1.17
ZhuZhu Puppies,0.18000000000000002
Hunter x Hunter: Wonder Adventure,0.04
Frontier Gate,0.11
XGRA: Extreme G Racing Association,0.1
Tomba!,0.27
Skate it,0.7700000000000001
Jampack Winter 2003 (RP-T),0.38999999999999996
MX World Tour Featuring Jamie Little,0.21000000000000002
Pro Yakyuu Famista DS,0.1
Zoo Tycoon 2: Ultimate Collection,0.26
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,0.03
SD Gundam GNext,0.2
Tournament of Legends,0.06999999999999999
Mind Quiz: Your Brain Coach,0.08
SaGa 3: Jikuu no Hasha - Shadow or Light,0.08
Lilie no Atelier: Salburg no Renkinjutsushi 3,0.09
Warhawk,1.5
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",0.01
Smuggler's Run: Warzones,0.08
Order of War,0.01
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,0.05
Major League Baseball 2K8 Fantasy All-Stars,0.12
Robopon 2: Cross Version,0.01
Armed and Dangerous,0.12
Asura's Wrath,0.6499999999999999
Satisfashion,0.06999999999999999
Hellgate: London,0.02
K-1 Grand Prix,0.02
Chicago Enforcer,0.02
Rhythm Heaven: The Best+,0.71
Princess Arthur,0.01
Mystery Stories: Curse of the Ancient Spirits,0.09999999999999999
Rock Band Country Track Pack,1.2
Space Chimps,0.38
Rayman 3: Hoodlum Havoc,0.47
Paws & Claws: Regal Resort,0.04
Gakuen Alice: WakuWaku * Happy Friends,0.03
Hakuoki: Reimeiroku DS,0.01
Project X Zone 2: Brave New World,0.17
Tak and the Power of Juju,2.0999999999999996
Imagine: Babyz Fashion,0.2
Classic Dungeon: Fuyoku no Masoujin,0.03
Dokapon Journey,0.05
Paper Mario,1.37
High School Musical: Sing It!,3.6500000000000004
Need for Speed Underground,10.469999999999999
Thoroughbred Breeder,0.19
Left 4 Dead,3.53
Gitaroo Man Lives!,0.03
Furious Karting,0.01
Civilization Beyond Earth: Rising Tide,0.04
Cabela's Survival: Shadows of Katmai,0.5900000000000001
Pet Vet: Down Under,0.04
Spider-Man: Shattered Dimensions,1.24
Pac-Man Fever,0.52
The Flintstones: Big Trouble in Bedrock,0.03
Sherlock Holmes and the Mystery of Osborne House,0.24000000000000002
Uncharted: Drake's Fortune,4.94
Initial D: Extreme Stage,0.08
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,0.02
Panzer Dragoon Orta,0.26
Dragon Ball Z: Supersonic Warriors,0.5
Command & Conquer 3: Deluxe Edition,0.02
Final Fantasy XIV: A Realm Reborn,3.3499999999999996
Syphon Filter: The Omega Strain,0.7599999999999999
Skies of Arcadia,0.09
Ms Saga: A New Dawn,0.05
Baroque,0.19
Warhammer: Shadow of the Horned Rat,0.19
Ys vs. Sora no Kiseki: Alternative Saga,0.06
Wii Party,8.49
Cake Mania 2: Jill's Next Adventure!,0.26
Madden NFL 16,7.419999999999999
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,0.09999999999999999
G1 Grand Prix,0.05
Karaoke Revolution Presents American Idol Encore,1.04
Tactics Ogre: Let Us Cling Together,1.25
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,0.02
Ballistic,0.03
Magician's Quest: Town of Magic,0.21
Medal of Honor: Underground,1.04
Contrast,0.01
Front Mission 3,0.51
The Wild Thornberrys: Chimp Chase,0.15
Karaoke Revolution Party,0.43
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0.04
Star Wars: The Old Republic,2.9699999999999998
